Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active
Maryland,US,39.0639,-76.8021,3/13/20,18,0,0,18
North Carolina,US,35.6301,-79.8064,3/13/20,17,0,0,17
South Carolina,US,33.8569,-80.945,3/13/20,13,0,0,13
Tennessee,US,35.7478,-86.6923,3/13/20,26,0,0,26
Virginia,US,37.7693,-78.17,3/13/20,30,0,0,30
Arizona,US,33.7298,-111.4312,3/13/20,9,0,1,8
Indiana,US,39.8494,-86.2583,3/13/20,13,0,0,13
Kentucky,US,37.6681,-84.6701,3/13/20,14,0,0,14
District of Columbia,US,38.8974,-77.0268,3/13/20,10,0,0,10
Nevada,US,38.3135,-117.0554,3/13/20,17,0,0,17
New Hampshire,US,43.4525,-71.5639,3/13/20,6,0,0,6
Minnesota,US,45.6945,-93.9002,3/13/20,14,0,0,14
Nebraska,US,41.1254,-98.2681,3/13/20,13,0,0,13
Ohio,US,40.3888,-82.7649,3/13/20,13,0,0,13
Rhode Island,US,41.6809,-71.5118,3/13/20,14,0,0,14
Wisconsin,US,44.2685,-89.6165,3/13/20,19,0,1,18
Connecticut,US,41.5978,-72.7554,3/13/20,11,0,0,11
Hawaii,US,21.0943,-157.4983,3/13/20,2,0,0,2
Oklahoma,US,35.5653,-96.9289,3/13/20,2,0,0,2
Utah,US,40.15,-111.8624,3/13/20,9,0,0,9
,Burkina Faso,12.2383,-1.5616,3/13/20,2,0,0,2
,Holy See,41.9029,12.4534,3/13/20,1,0,0,1
,Mongolia,46.8625,103.8467,3/13/20,1,0,0,1
,Panama,8.538,-80.7821,3/13/20,27,1,0,26
Kansas,US,38.5266,-96.7265,3/13/20,5,1,0,4
Louisiana,US,31.1695,-91.8678,3/13/20,36,0,0,36
Missouri,US,38.4561,-92.2884,3/13/20,2,0,0,2
Vermont,US,44.0459,-72.7107,3/13/20,2,0,0,2
Alaska,US,61.3707,-152.4044,3/13/20,1,0,0,1
Arkansas,US,34.9697,-92.3731,3/13/20,6,0,0,6
Delaware,US,39.3185,-75.5071,3/13/20,4,0,0,4
Idaho,US,44.2405,-114.4788,3/13/20,1,0,0,1
Maine,US,44.6939,-69.3819,3/13/20,1,0,0,1
Michigan,US,43.3266,-84.5361,3/13/20,16,0,0,16
Mississippi,US,32.7416,-89.6787,3/13/20,1,0,0,1
Montana,US,46.9219,-110.4544,3/13/20,1,0,0,1
New Mexico,US,34.8405,-106.2485,3/13/20,10,0,0,10
North Dakota,US,47.5289,-99.78399999999999,3/13/20,1,0,0,1
South Dakota,US,44.2998,-99.4388,3/13/20,8,1,0,7
West Virginia,US,38.4912,-80.9545,3/13/20,0,0,0,0
Wyoming,US,42.756,-107.3025,3/13/20,1,0,0,1
Hubei,China,30.9756,112.2707,3/13/20,67786,3062,51553,13171
,Iran,32.0,53.0,3/13/20,11364,514,2959,7891
,South Korea,36.0,128.0,3/13/20,7979,66,510,7403
France,France,46.2276,2.2137,3/13/20,3661,79,12,3570
Guangdong,China,23.3417,113.4244,3/13/20,1356,8,1296,52
Henan,China,33.882,113.61399999999999,3/13/20,1273,22,1249,2
Zhejiang,China,29.1832,120.0934,3/13/20,1215,1,1197,17
Hunan,China,27.6104,111.7088,3/13/20,1018,4,1005,9
Anhui,China,31.8257,117.2264,3/13/20,990,6,984,0
Jiangxi,China,27.614,115.7221,3/13/20,935,1,934,0
Shandong,China,36.3427,118.1498,3/13/20,760,7,739,14
Diamond Princess,Cruise Ship,35.4437,139.638,3/13/20,696,7,325,364
Jiangsu,China,32.9711,119.455,3/13/20,631,0,630,1
Chongqing,China,30.0572,107.874,3/13/20,576,6,566,4
Sichuan,China,30.6171,102.7103,3/13/20,539,3,503,33
Heilongjiang,China,47.861999999999995,127.7615,3/13/20,482,13,446,23
Denmark,Denmark,56.2639,9.5018,3/13/20,801,0,1,800
Beijing,China,40.1824,116.4142,3/13/20,436,8,342,86
Shanghai,China,31.201999999999998,121.4491,3/13/20,346,3,324,19
Hebei,China,39.549,116.1306,3/13/20,318,6,310,2
Fujian,China,26.0789,117.9874,3/13/20,296,1,295,0
Guangxi,China,23.8298,108.7881,3/13/20,252,2,243,7
Shaanxi,China,35.1917,108.8701,3/13/20,245,2,232,11
Yunnan,China,24.974,101.48700000000001,3/13/20,174,2,170,2
Hainan,China,19.1959,109.7453,3/13/20,168,6,160,2
Guizhou,China,26.8154,106.8748,3/13/20,146,2,140,4
Tianjin,China,39.3054,117.323,3/13/20,136,3,132,1
Shanxi,China,37.5777,112.2922,3/13/20,133,0,133,0
Gansu,China,37.8099,101.0583,3/13/20,127,2,88,37
Hong Kong,China,22.3,114.2,3/13/20,134,4,77,53
Liaoning,China,41.2956,122.6085,3/13/20,125,1,112,12
Jilin,China,43.6661,126.1923,3/13/20,93,1,91,1
,Czechia,49.8175,15.472999999999999,3/13/20,141,0,0,141
Xinjiang,China,41.1129,85.2401,3/13/20,76,3,73,0
Inner Mongolia,China,44.0935,113.9448,3/13/20,75,1,71,3
Ningxia,China,37.2692,106.1655,3/13/20,75,0,72,3
,Taiwan*,23.7,121.0,3/13/20,50,1,20,29
,Vietnam,16.0,108.0,3/13/20,47,0,16,31
,Russia,60.0,90.0,3/13/20,45,0,3,42
Qinghai,China,35.7452,95.9956,3/13/20,18,0,18,0
Macau,China,22.1667,113.55,3/13/20,10,0,10,0
,Moldova,47.4116,28.3699,3/13/20,6,0,0,6
,Bolivia,-16.2902,-63.5887,3/13/20,3,0,0,3
Faroe Islands,Denmark,61.8926,-6.9118,3/13/20,3,0,0,3
St Martin,France,18.0708,-63.0501,3/13/20,2,0,0,2
,Honduras,15.2,-86.2419,3/13/20,2,0,0,2
Channel Islands,United Kingdom,49.3723,-2.3644,3/13/20,2,0,0,2
New Brunswick,Canada,46.5653,-66.4619,3/13/20,1,0,0,1
Tibet,China,31.6927,88.0924,3/13/20,1,0,1,0
,Congo (Kinshasa),-4.0383,21.7587,3/13/20,2,0,0,2
,Cote d'Ivoire,7.54,-5.5471,3/13/20,1,0,0,1
Saint Barthelemy,France,17.9,-62.8333,3/13/20,1,0,0,1
,Jamaica,18.1096,-77.2975,3/13/20,8,0,0,8
,Turkey,38.9637,35.2433,3/13/20,5,0,0,5
Gibraltar,United Kingdom,36.1408,-5.3536,3/13/20,1,0,1,0
,Cuba,22.0,-80.0,3/13/20,4,0,0,4
,Guyana,5.0,-58.75,3/13/20,1,1,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/13/20,1,0,0,1
United Kingdom,United Kingdom,55.3781,-3.4360000000000004,3/13/20,798,8,18,772
,Kazakhstan,48.0196,66.9237,3/13/20,4,0,0,4
French Polynesia,France,-17.6797,149.4068,3/13/20,3,0,0,3
Manitoba,Canada,53.7609,-98.8139,3/13/20,4,0,0,4
Saskatchewan,Canada,52.9399,-106.4509,3/13/20,2,0,0,2
,Ethiopia,9.145,40.4897,3/13/20,1,0,0,1
,Sudan,12.8628,30.2176,3/13/20,1,1,0,0
,Guinea,9.9456,-9.6966,3/13/20,1,0,0,1
Grand Princess,Canada,37.6489,-122.6655,3/13/20,2,0,0,2
,Kenya,-0.0236,37.9062,3/13/20,1,0,0,1
,Antigua and Barbuda,17.0608,-61.7964,3/13/20,1,0,0,1
Alabama,US,32.3182,-86.9023,3/13/20,5,0,0,5
,Uruguay,-32.5228,-55.7658,3/13/20,0,0,0,0
,Ghana,7.9465,-1.0232,3/13/20,0,0,0,0
Puerto Rico,US,18.2208,-66.5901,3/13/20,0,0,0,0
,Namibia,-22.9576,18.4904,3/13/20,0,0,0,0
,Seychelles,-4.6796,55.492,3/13/20,0,0,0,0
,Trinidad and Tobago,10.6918,-61.2225,3/13/20,0,0,0,0
,Venezuela,6.4238,-66.5897,3/13/20,0,0,0,0
,Eswatini,-26.5225,31.4659,3/13/20,0,0,0,0
,Gabon,-0.8037,11.6094,3/13/20,0,0,0,0
,Guatemala,15.7835,-90.2308,3/13/20,0,0,0,0
,Mauritania,21.0079,10.9408,3/13/20,0,0,0,0
,Rwanda,-1.9403,29.8739,3/13/20,0,0,0,0
,Saint Lucia,13.9094,-60.9789,3/13/20,0,0,0,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,3/13/20,0,0,0,0
,Suriname,3.9193,-56.0278,3/13/20,0,0,0,0
French Guiana,France,3.9339,-53.1258,3/13/20,5,0,0,5
Guam,US,13.4443,144.7937,3/13/20,0,0,0,0
,Kosovo,42.6026,20.903000000000002,3/13/20,0,0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,3/13/20,0,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/13/20,0,0,0,0
,Central African Republic,6.6111,20.9394,3/13/20,0,0,0,0
,Congo (Brazzaville),-4.0383,21.7587,3/13/20,0,0,0,0
,Equatorial Guinea,1.5,10.0,3/13/20,0,0,0,0
Mayotte,France,-12.8275,45.1662,3/13/20,0,0,0,0
,Uzbekistan,41.3775,64.5853,3/13/20,0,0,0,0
Netherlands,Netherlands,52.1326,5.2913,3/13/20,804,10,0,794
Nova Scotia,Canada,44.681999999999995,-63.7443,3/13/20,0,0,0,0
Guadeloupe,France,16.25,-61.5833,3/13/20,1,0,0,1
,Benin,9.3077,2.3158,3/13/20,0,0,0,0
,Liberia,6.4281,-9.4295,3/13/20,0,0,0,0
Curacao,Netherlands,12.1696,-68.99,3/13/20,0,0,0,0
,Somalia,5.1521,46.1996,3/13/20,0,0,0,0
,Tanzania,-6.369,34.8888,3/13/20,0,0,0,0
Virgin Islands,US,18.3358,-64.8963,3/13/20,0,0,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,3/13/20,1,0,0,1
Reunion,France,-21.1351,55.2471,3/13/20,5,0,0,5
,Barbados,13.1939,-59.5432,3/13/20,0,0,0,0
,Montenegro,42.5,19.3,3/13/20,0,0,0,0
,Kyrgyzstan,41.2044,74.7661,3/13/20,0,0,0,0
,Mauritius,-20.2,57.5,3/13/20,0,0,0,0
Aruba,Netherlands,12.5186,-70.0358,3/13/20,2,0,0,2
,Zambia,-15.4167,28.2833,3/13/20,0,0,0,0
,Djibouti,11.8251,42.5903,3/13/20,0,0,0,0
,"Gambia, The",13.4432,-15.3101,3/13/20,0,0,0,0
Montserrat,United Kingdom,16.7425,-62.1874,3/13/20,0,0,0,0
,"Bahamas, The",25.0343,-77.3963,3/13/20,0,0,0,0
Greenland,Denmark,71.7069,-42.6043,3/13/20,0,0,0,0
New Caledonia,France,-20.9043,165.618,3/13/20,0,0,0,0
Bermuda,United Kingdom,32.3078,-64.7505,3/13/20,0,0,0,0
,Chad,15.4542,18.7322,3/13/20,0,0,0,0
,El Salvador,13.7942,-88.8965,3/13/20,0,0,0,0
,Fiji,-17.7134,178.065,3/13/20,0,0,0,0
,Nicaragua,12.8654,-85.2072,3/13/20,0,0,0,0
,Madagascar,-18.7669,46.8691,3/13/20,0,0,0,0
,Haiti,18.9712,-72.2852,3/13/20,0,0,0,0
,Angola,-11.2027,17.8739,3/13/20,0,0,0,0
,Cabo Verde,16.5388,-23.0418,3/13/20,0,0,0,0
Sint Maarten,Netherlands,18.0425,-63.0548,3/13/20,0,0,0,0
,Niger,17.6078,8.0817,3/13/20,0,0,0,0
,Papua New Guinea,-6.315,143.9555,3/13/20,0,0,0,0
Isle of Man,United Kingdom,54.2361,-4.5481,3/13/20,0,0,0,0
,Zimbabwe,-20.0,30.0,3/13/20,0,0,0,0
Northwest Territories,Canada,64.8255,-124.8457,3/13/20,0,0,0,0
,Cape Verde,15.1111,-23.6167,3/13/20,0,0,0,0
,East Timor,-8.55,125.56,3/13/20,0,0,0,0
,Eritrea,15.1794,39.7823,3/13/20,0,0,0,0
,Uganda,1.0,32.0,3/13/20,0,0,0,0
,Dominica,15.415,-61.371,3/13/20,0,0,0,0
,Grenada,12.1165,-61.678999999999995,3/13/20,0,0,0,0
,Mozambique,-18.6657,35.5296,3/13/20,0,0,0,0
,Syria,34.8021,38.9968,3/13/20,0,0,0,0
,Timor-Leste,-8.8742,125.7275,3/13/20,0,0,0,0
,Thailand,15.0,101.0,3/14/20,82,1,35,46
,Japan,36.0,138.0,3/14/20,773,22,118,633
,Singapore,1.2833,103.8333,3/14/20,212,0,105,107
,Nepal,28.1667,84.25,3/14/20,1,0,1,0
,Malaysia,2.5,112.5,3/14/20,238,0,35,203
British Columbia,Canada,49.2827,-123.1207,3/14/20,64,1,4,59
New South Wales,Australia,-33.8688,151.2093,3/14/20,112,2,4,106
Victoria,Australia,-37.8136,144.9631,3/14/20,49,0,8,41
Queensland,Australia,-28.0167,153.4,3/14/20,46,0,8,38
,Cambodia,11.55,104.9167,3/14/20,7,0,1,6
,Sri Lanka,7.0,81.0,3/14/20,10,0,1,9
,Germany,51.0,9.0,3/14/20,4585,9,46,4530
,Finland,64.0,26.0,3/14/20,225,0,1,224
,United Arab Emirates,24.0,54.0,3/14/20,85,0,17,68
,Philippines,13.0,122.0,3/14/20,111,8,2,101
,India,21.0,78.0,3/14/20,102,2,4,96
,Italy,43.0,12.0,3/14/20,21157,1441,1966,17750
,Sweden,63.0,16.0,3/14/20,961,2,1,958
,Spain,40.0,-4.0,3/14/20,6391,195,517,5679
South Australia,Australia,-34.9285,138.6007,3/14/20,19,0,3,16
,Belgium,50.8333,4.0,3/14/20,689,4,1,684
,Egypt,26.0,30.0,3/14/20,109,2,27,80
From Diamond Princess,Australia,35.4437,139.638,3/14/20,0,0,0,0
,Lebanon,33.8547,35.8623,3/14/20,93,3,1,89
,Iraq,33.0,44.0,3/14/20,110,10,26,74
,Oman,21.0,57.0,3/14/20,19,0,9,10
,Afghanistan,33.0,65.0,3/14/20,11,0,0,11
,Bahrain,26.0275,50.55,3/14/20,210,0,44,166
,Kuwait,29.5,47.75,3/14/20,104,0,5,99
,Algeria,28.0339,1.6596,3/14/20,37,3,12,22
,Croatia,45.1,15.2,3/14/20,38,0,1,37
,Switzerland,46.8182,8.2275,3/14/20,1359,13,4,1342
,Austria,47.5162,14.5501,3/14/20,655,1,6,648
,Israel,31.0,35.0,3/14/20,193,0,4,189
,Pakistan,30.3753,69.3451,3/14/20,31,0,2,29
,Brazil,-14.235,-51.9253,3/14/20,151,0,0,151
,Georgia,42.3154,43.3569,3/14/20,30,0,0,30
,Greece,39.0742,21.8243,3/14/20,228,3,8,217
,North Macedonia,41.6086,21.7453,3/14/20,14,0,1,13
,Norway,60.472,8.4689,3/14/20,1090,3,1,1086
,Romania,45.9432,24.9668,3/14/20,123,0,9,114
,Estonia,58.5953,25.0136,3/14/20,115,0,0,115
,San Marino,43.9424,12.4578,3/14/20,80,5,4,71
,Belarus,53.7098,27.9534,3/14/20,27,0,3,24
,Iceland,64.9631,-19.0208,3/14/20,156,0,1,155
,Lithuania,55.1694,23.8813,3/14/20,8,0,0,8
,Mexico,23.6345,-102.5528,3/14/20,26,0,4,22
,New Zealand,-40.9006,174.886,3/14/20,6,0,0,6
,Nigeria,9.082,8.6753,3/14/20,2,0,0,2
Western Australia,Australia,-31.9505,115.8605,3/14/20,17,1,0,16
,Ireland,53.1424,-7.6921,3/14/20,129,2,0,127
,Luxembourg,49.8153,6.1296,3/14/20,51,1,0,50
,Monaco,43.7333,7.4167,3/14/20,2,0,0,2
,Qatar,25.3548,51.1839,3/14/20,337,0,4,333
,Ecuador,-1.8312,-78.1834,3/14/20,28,2,0,26
,Azerbaijan,40.1431,47.5769,3/14/20,15,1,3,11
,Armenia,40.0691,45.0382,3/14/20,18,0,0,18
,Dominican Republic,18.7357,-70.1627,3/14/20,11,0,0,11
,Indonesia,-0.7893,113.9213,3/14/20,96,5,8,83
,Portugal,39.3999,-8.2245,3/14/20,169,0,2,167
,Andorra,42.5063,1.5218,3/14/20,1,0,1,0
Tasmania,Australia,-41.4545,145.9707,3/14/20,5,0,0,5
,Latvia,56.8796,24.6032,3/14/20,26,0,1,25
,Morocco,31.7917,-7.0926,3/14/20,17,1,1,15
,Saudi Arabia,24.0,45.0,3/14/20,103,0,1,102
,Senegal,14.4974,-14.4524,3/14/20,10,0,1,9
,Argentina,-38.4161,-63.6167,3/14/20,34,2,1,31
,Chile,-35.6751,-71.543,3/14/20,61,0,0,61
,Jordan,31.24,36.51,3/14/20,1,0,1,0
,Ukraine,48.3794,31.1656,3/14/20,3,1,0,2
,Hungary,47.1625,19.5033,3/14/20,30,0,1,29
Northern Territory,Australia,-12.4634,130.8456,3/14/20,1,0,0,1
,Liechtenstein,47.14,9.55,3/14/20,4,0,0,4
,Poland,51.9194,19.1451,3/14/20,103,3,0,100
,Tunisia,34.0,9.0,3/14/20,18,0,0,18
,Bosnia and Herzegovina,43.9159,17.6791,3/14/20,18,0,0,18
,Slovenia,46.1512,14.9955,3/14/20,181,1,0,180
,South Africa,-30.5595,22.9375,3/14/20,38,0,0,38
,Bhutan,27.5142,90.4336,3/14/20,1,0,0,1
,Cameroon,3.8480000000000003,11.5021,3/14/20,2,0,0,2
,Colombia,4.5709,-74.2973,3/14/20,22,0,0,22
,Costa Rica,9.7489,-83.7534,3/14/20,26,0,0,26
,Peru,-9.19,-75.0152,3/14/20,38,0,0,38
,Serbia,44.0165,21.0059,3/14/20,46,0,0,46
,Slovakia,48.669,19.699,3/14/20,44,0,0,44
,Togo,8.6195,0.8248,3/14/20,1,0,0,1
,Malta,35.9375,14.3754,3/14/20,18,0,1,17
,Martinique,14.6415,-61.0242,3/14/20,9,0,0,9
,Bulgaria,42.7339,25.4858,3/14/20,41,2,0,39
,Maldives,3.2028,73.2207,3/14/20,10,0,0,10
,Bangladesh,23.685,90.3563,3/14/20,3,0,0,3
,Paraguay,-23.4425,-58.4438,3/14/20,6,0,0,6
Ontario,Canada,51.2538,-85.3232,3/14/20,79,0,4,75
Alberta,Canada,53.9333,-116.5765,3/14/20,29,0,0,29
Quebec,Canada,52.9399,-73.5491,3/14/20,17,0,0,17
,Albania,41.1533,20.1683,3/14/20,38,1,0,37
,Cyprus,35.1264,33.4299,3/14/20,26,0,0,26
,Brunei,4.5353,114.7277,3/14/20,40,0,0,40
Washington,US,47.4009,-121.4905,3/14/20,572,37,1,534
New York,US,42.1657,-74.9481,3/14/20,525,2,0,523
California,US,36.1162,-119.6816,3/14/20,340,5,6,329
Massachusetts,US,42.2302,-71.5301,3/14/20,138,0,1,137
Diamond Princess,US,35.4437,139.638,3/14/20,46,0,0,46
Grand Princess,US,37.6489,-122.6655,3/14/20,21,0,0,21
Georgia,US,33.0406,-83.6431,3/14/20,66,1,0,65
Colorado,US,39.0598,-105.3111,3/14/20,101,1,0,100
Florida,US,27.7663,-81.6868,3/14/20,76,3,0,73
New Jersey,US,40.2989,-74.521,3/14/20,69,1,0,68
Oregon,US,44.571999999999996,-122.0709,3/14/20,32,0,0,32
Texas,US,31.0545,-97.5635,3/14/20,57,0,0,57
Illinois,US,40.3495,-88.9861,3/14/20,64,0,2,62
Pennsylvania,US,40.5908,-77.2098,3/14/20,47,0,0,47
Iowa,US,42.0115,-93.2105,3/14/20,17,0,0,17
Maryland,US,39.0639,-76.8021,3/14/20,26,0,0,26
North Carolina,US,35.6301,-79.8064,3/14/20,24,0,0,24
South Carolina,US,33.8569,-80.945,3/14/20,19,0,0,19
Tennessee,US,35.7478,-86.6923,3/14/20,32,0,0,32
Virginia,US,37.7693,-78.17,3/14/20,41,1,0,40
Arizona,US,33.7298,-111.4312,3/14/20,12,0,1,11
Indiana,US,39.8494,-86.2583,3/14/20,16,0,0,16
Kentucky,US,37.6681,-84.6701,3/14/20,14,0,0,14
District of Columbia,US,38.8974,-77.0268,3/14/20,10,0,0,10
Nevada,US,38.3135,-117.0554,3/14/20,21,0,0,21
New Hampshire,US,43.4525,-71.5639,3/14/20,7,0,0,7
Minnesota,US,45.6945,-93.9002,3/14/20,21,0,0,21
Nebraska,US,41.1254,-98.2681,3/14/20,14,0,0,14
Ohio,US,40.3888,-82.7649,3/14/20,26,0,0,26
Rhode Island,US,41.6809,-71.5118,3/14/20,20,0,0,20
Wisconsin,US,44.2685,-89.6165,3/14/20,27,0,1,26
Connecticut,US,41.5978,-72.7554,3/14/20,22,0,0,22
Hawaii,US,21.0943,-157.4983,3/14/20,4,0,0,4
Oklahoma,US,35.5653,-96.9289,3/14/20,4,0,0,4
Utah,US,40.15,-111.8624,3/14/20,10,0,0,10
,Burkina Faso,12.2383,-1.5616,3/14/20,2,0,0,2
,Holy See,41.9029,12.4534,3/14/20,1,0,0,1
,Mongolia,46.8625,103.8467,3/14/20,1,0,0,1
,Panama,8.538,-80.7821,3/14/20,36,1,0,35
Kansas,US,38.5266,-96.7265,3/14/20,8,1,0,7
Louisiana,US,31.1695,-91.8678,3/14/20,77,1,0,76
Missouri,US,38.4561,-92.2884,3/14/20,4,0,0,4
Vermont,US,44.0459,-72.7107,3/14/20,5,0,0,5
Alaska,US,61.3707,-152.4044,3/14/20,1,0,0,1
Arkansas,US,34.9697,-92.3731,3/14/20,12,0,0,12
Delaware,US,39.3185,-75.5071,3/14/20,6,0,0,6
Idaho,US,44.2405,-114.4788,3/14/20,2,0,0,2
Maine,US,44.6939,-69.3819,3/14/20,3,0,0,3
Michigan,US,43.3266,-84.5361,3/14/20,25,0,0,25
Mississippi,US,32.7416,-89.6787,3/14/20,6,0,0,6
Montana,US,46.9219,-110.4544,3/14/20,5,0,0,5
New Mexico,US,34.8405,-106.2485,3/14/20,10,0,0,10
North Dakota,US,47.5289,-99.78399999999999,3/14/20,1,0,0,1
South Dakota,US,44.2998,-99.4388,3/14/20,9,1,0,8
West Virginia,US,38.4912,-80.9545,3/14/20,0,0,0,0
Wyoming,US,42.756,-107.3025,3/14/20,2,0,0,2
Hubei,China,30.9756,112.2707,3/14/20,67790,3075,52960,11755
,Iran,32.0,53.0,3/14/20,12729,611,2959,9159
,South Korea,36.0,128.0,3/14/20,8086,72,510,7504
France,France,46.2276,2.2137,3/14/20,4469,91,12,4366
Guangdong,China,23.3417,113.4244,3/14/20,1356,8,1299,49
Henan,China,33.882,113.61399999999999,3/14/20,1273,22,1250,1
Zhejiang,China,29.1832,120.0934,3/14/20,1227,1,1211,15
Hunan,China,27.6104,111.7088,3/14/20,1018,4,1014,0
Anhui,China,31.8257,117.2264,3/14/20,990,6,984,0
Jiangxi,China,27.614,115.7221,3/14/20,935,1,934,0
Shandong,China,36.3427,118.1498,3/14/20,760,7,741,12
Diamond Princess,Cruise Ship,35.4437,139.638,3/14/20,696,7,325,364
Jiangsu,China,32.9711,119.455,3/14/20,631,0,630,1
Chongqing,China,30.0572,107.874,3/14/20,576,6,569,1
Sichuan,China,30.6171,102.7103,3/14/20,539,3,511,25
Heilongjiang,China,47.861999999999995,127.7615,3/14/20,482,13,447,22
Denmark,Denmark,56.2639,9.5018,3/14/20,827,1,1,825
Beijing,China,40.1824,116.4142,3/14/20,437,8,349,80
Shanghai,China,31.201999999999998,121.4491,3/14/20,353,3,324,26
Hebei,China,39.549,116.1306,3/14/20,318,6,310,2
Fujian,China,26.0789,117.9874,3/14/20,296,1,295,0
Guangxi,China,23.8298,108.7881,3/14/20,252,2,243,7
Shaanxi,China,35.1917,108.8701,3/14/20,245,2,232,11
Yunnan,China,24.974,101.48700000000001,3/14/20,174,2,172,0
Hainan,China,19.1959,109.7453,3/14/20,168,6,160,2
Guizhou,China,26.8154,106.8748,3/14/20,146,2,143,1
Tianjin,China,39.3054,117.323,3/14/20,136,3,132,1
Shanxi,China,37.5777,112.2922,3/14/20,133,0,133,0
Gansu,China,37.8099,101.0583,3/14/20,129,2,89,38
Hong Kong,China,22.3,114.2,3/14/20,140,4,78,58
Liaoning,China,41.2956,122.6085,3/14/20,125,1,113,11
Jilin,China,43.6661,126.1923,3/14/20,93,1,91,1
,Czechia,49.8175,15.472999999999999,3/14/20,189,0,0,189
Xinjiang,China,41.1129,85.2401,3/14/20,76,3,73,0
Inner Mongolia,China,44.0935,113.9448,3/14/20,75,1,71,3
Ningxia,China,37.2692,106.1655,3/14/20,75,0,73,2
,Taiwan*,23.7,121.0,3/14/20,53,1,20,32
,Vietnam,16.0,108.0,3/14/20,53,0,16,37
,Russia,60.0,90.0,3/14/20,59,0,8,51
Qinghai,China,35.7452,95.9956,3/14/20,18,0,18,0
Macau,China,22.1667,113.55,3/14/20,10,0,10,0
,Moldova,47.4116,28.3699,3/14/20,12,0,0,12
,Bolivia,-16.2902,-63.5887,3/14/20,10,0,0,10
Faroe Islands,Denmark,61.8926,-6.9118,3/14/20,9,0,0,9
St Martin,France,18.0708,-63.0501,3/14/20,2,0,0,2
,Honduras,15.2,-86.2419,3/14/20,2,0,0,2
Channel Islands,United Kingdom,49.3723,-2.3644,3/14/20,2,0,0,2
New Brunswick,Canada,46.5653,-66.4619,3/14/20,1,0,0,1
Tibet,China,31.6927,88.0924,3/14/20,1,0,1,0
,Congo (Kinshasa),-4.0383,21.7587,3/14/20,2,0,0,2
,Cote d'Ivoire,7.54,-5.5471,3/14/20,1,0,0,1
Saint Barthelemy,France,17.9,-62.8333,3/14/20,1,0,0,1
,Jamaica,18.1096,-77.2975,3/14/20,8,0,0,8
,Turkey,38.9637,35.2433,3/14/20,5,0,0,5
Gibraltar,United Kingdom,36.1408,-5.3536,3/14/20,1,0,1,0
,Cuba,22.0,-80.0,3/14/20,4,0,0,4
,Guyana,5.0,-58.75,3/14/20,1,1,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/14/20,1,0,0,1
United Kingdom,United Kingdom,55.3781,-3.4360000000000004,3/14/20,1140,21,18,1101
,Kazakhstan,48.0196,66.9237,3/14/20,6,0,0,6
French Polynesia,France,-17.6797,149.4068,3/14/20,3,0,0,3
Manitoba,Canada,53.7609,-98.8139,3/14/20,4,0,0,4
Saskatchewan,Canada,52.9399,-106.4509,3/14/20,2,0,0,2
,Ethiopia,9.145,40.4897,3/14/20,1,0,0,1
,Sudan,12.8628,30.2176,3/14/20,1,1,0,0
,Guinea,9.9456,-9.6966,3/14/20,1,0,0,1
Grand Princess,Canada,37.6489,-122.6655,3/14/20,2,0,0,2
,Kenya,-0.0236,37.9062,3/14/20,1,0,0,1
,Antigua and Barbuda,17.0608,-61.7964,3/14/20,1,0,0,1
Alabama,US,32.3182,-86.9023,3/14/20,6,0,0,6
,Uruguay,-32.5228,-55.7658,3/14/20,4,0,0,4
,Ghana,7.9465,-1.0232,3/14/20,3,0,0,3
Puerto Rico,US,18.2208,-66.5901,3/14/20,3,0,0,3
,Namibia,-22.9576,18.4904,3/14/20,2,0,0,2
,Seychelles,-4.6796,55.492,3/14/20,2,0,0,2
,Trinidad and Tobago,10.6918,-61.2225,3/14/20,2,0,0,2
,Venezuela,6.4238,-66.5897,3/14/20,2,0,0,2
,Eswatini,-26.5225,31.4659,3/14/20,1,0,0,1
,Gabon,-0.8037,11.6094,3/14/20,1,0,0,1
,Guatemala,15.7835,-90.2308,3/14/20,1,0,0,1
,Mauritania,21.0079,10.9408,3/14/20,1,0,0,1
,Rwanda,-1.9403,29.8739,3/14/20,1,0,0,1
,Saint Lucia,13.9094,-60.9789,3/14/20,1,0,0,1
,Saint Vincent and the Grenadines,12.9843,-61.2872,3/14/20,1,0,0,1
,Suriname,3.9193,-56.0278,3/14/20,1,0,0,1
French Guiana,France,3.9339,-53.1258,3/14/20,5,0,0,5
Guam,US,13.4443,144.7937,3/14/20,0,0,0,0
,Kosovo,42.6026,20.903000000000002,3/14/20,0,0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,3/14/20,0,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/14/20,0,0,0,0
,Central African Republic,6.6111,20.9394,3/14/20,0,0,0,0
,Congo (Brazzaville),-4.0383,21.7587,3/14/20,0,0,0,0
,Equatorial Guinea,1.5,10.0,3/14/20,0,0,0,0
